,contract_count_10,contract_count_11,contract_count_14,contract_count_15,contract_count_20,contract_count_21,contract_count_24,contract_count_25,contract_count_30,contract_count_31,contract_face_10,contract_face_11,contract_face_14,contract_face_15,contract_face_20,contract_face_21,contract_face_24,contract_face_25,contract_face_30,contract_face_31,date,stock_snm_x,zanzon,bid,offer,rate,remaining_years_from,remaining_years_to,simple_yield_1days_from_ope,simple_yield_2days_from_ope,simple_yield_fluctuation_2to1,simple_yield_fluctuation_3to2,amount_sum,bid_price,balance,stock_snm_x,aggre_rate_buy,aggre_rate_sell,fluctuation_buy_rate,fluctuation_sell_rate
672,2,0,0,0,3,4,0,0,0,0,-2500000000,0,0,0,500000000,2000000000,0,0,0,0,2017-05-12,SL-140,15.3698630137,2013,3930,0.003,10,25,0.31,0.305,0.005,0.01,38089,32913,7136,SL-140,-0.095,0.0098252912,down,up
673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017-06-28,SL-140,16.904109589,2006,4222,0.01,10,25,0.275,0.275,0.0,0.005,38089,32913,8728,SL-140,-0.0597222222,0.0073022792,stay,stay
674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017-06-23,SL-140,16.904109589,2002,6225,0.005,10,25,0.275,0.275,0.0,-0.001,38089,32913,8728,SL-140,-0.0597222222,0.0073022792,stay,stay
675,0,0,0,0,5,5,0,0,0,0,0,0,0,0,3900000000,-2400000000,0,0,0,0,2017-06-14,SL-140,15.2794520548,2009,4236,-0.005,10,25,0.295,0.29,0.005,-0.02,38089,32913,7222,SL-140,-0.0597222222,0.0073022792,stay,stay
676,2,0,0,0,8,5,0,0,0,0,1500000000,0,0,0,-5000000000,3500000000,0,0,0,0,2017-06-09,SL-140,15.2931506849,2009,4992,-0.017,10,25,0.28,0.285,-0.005,-0.005,38089,32913,7222,SL-140,-0.0597222222,0.0073022792,up,down
677,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017-06-07,SL-140,15.298630137,2017,5475,-0.007,10,25,0.29,0.295,-0.005,-0.005,38089,32913,7222,SL-140,-0.0836363636,0.0078095238,up,up
678,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017-06-07,SL-140,15.298630137,2017,5475,-0.007,10,25,0.29,0.295,-0.005,-0.005,38089,32913,7222,SL-140,-0.0836363636,0.0078095238,up,up
679,7,6,0,0,2,0,0,0,0,0,21800000000,-21800000000,0,0,0,0,0,0,0,0,2017-05-31,SL-140,15.3178082192,2019,7279,0.003,10,25,0.29,0.285,0.005,-0.015,38089,32913,7222,SL-140,-0.09,0.009949225,stay,up
680,2,6,0,0,5,0,0,0,0,0,-500000000,0,0,0,500000000,0,0,0,0,0,2017-05-26,SL-141,15.5808219178,2006,4580,-0.01,10,25,0.305,0.3,0.005,-0.005,25646,22039,2994,SL-141,-0.062015503900000005,0.009624153100000001,up,down
681,2,4,0,0,0,0,0,0,0,0,6000000000,-6000000000,0,0,0,0,0,0,0,0,2017-05-19,SL-141,15.6,2011,6069,0.001,10,25,0.32,0.325,-0.005,0.005,25646,22039,2994,SL-141,-0.0619827586,-0.0040292981,up,down
682,2,4,0,0,1,1,0,0,0,0,0,0,0,0,3000000000,-3000000000,0,0,0,0,2017-05-12,SL-141,15.6191780822,2013,3930,0.003,10,25,0.325,0.32,0.005,0.01,25646,22039,2994,SL-141,-0.045,-0.08,up,down
683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017-06-28,SL-141,17.1534246575,2006,4222,0.01,10,25,0.285,0.285,0.0,0.005,25646,22039,2523,SL-141,-0.0688782051,0.0098798974,stay,stay
684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017-06-23,SL-141,17.1534246575,2002,6225,0.005,10,25,0.285,0.285,0.0,-0.004,25646,22039,2523,SL-141,-0.0688782051,0.0098798974,stay,stay
685,0,0,0,0,4,4,0,0,0,0,0,0,0,0,2500000000,-2500000000,0,0,0,0,2017-06-14,SL-141,15.5287671233,2009,4236,-0.005,10,25,0.305,0.3,0.005,-0.02,25646,22039,3107,SL-141,-0.0688782051,0.0098798974,stay,stay
686,4,3,0,0,4,4,0,0,0,0,-100000000,100000000,0,0,4000000000,-4000000000,0,0,0,0,2017-06-09,SL-141,15.5424657534,2009,4992,-0.017,10,25,0.29,0.295,-0.005,-0.005,25646,22039,3107,SL-141,-0.0688782051,0.0098798974,down,down
687,2,2,0,0,4,1,0,0,0,0,600000000,0,0,0,-1100000000,500000000,0,0,0,0,2017-06-07,SL-141,15.5479452055,2017,5475,-0.007,10,25,0.3,0.305,-0.005,-0.005,25646,22039,3069,SL-141,-0.0605347594,0.0099629599,up,up
688,16,2,0,0,5,2,0,0,0,0,-600000000,0,0,0,0,600000000,0,0,0,0,2017-05-31,SL-141,15.5671232877,2019,7279,0.003,10,25,0.3,0.295,0.005,-0.015,25646,22039,3069,SL-141,-0.0738622754,0.0096422552,up,down
689,2,1,0,0,3,1,2,0,0,0,600000000,-500000000,0,0,-600000000,500000000,0,0,0,0,2017-05-26,SL-142,15.5808219178,2006,4580,-0.01,10,25,0.305,0.3,0.005,-0.005,12752,11002,3198,SL-142,-0.0122413793,0.0099543429,up,up
690,2,3,0,0,0,0,0,0,0,0,5600000000,-5600000000,0,0,0,0,0,0,0,0,2017-05-19,SL-142,15.6,2011,6069,0.001,10,25,0.32,0.325,-0.005,0.005,12752,11002,3198,SL-142,-0.09902527080000001,0.0092463735,up,down
691,2,0,0,0,3,4,6,0,0,0,-2200000000,0,0,0,-500000000,2700000000,0,0,0,0,2017-05-12,SL-142,15.6191780822,2013,3930,0.003,10,25,0.325,0.32,0.005,0.01,12752,11002,3198,SL-142,-0.0507120153,-0.0853378203,up,down
692,0,2,0,0,0,0,0,0,0,0,0,-8300000000,0,0,0,0,0,0,0,0,2017-06-28,SL-142,15.4904109589,2006,4222,0.01,10,25,0.285,0.285,0.0,0.005,12752,11002,16635,SL-142,-0.0478125,0.0099180994,stay,stay
693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017-06-23,SL-142,17.1589041096,2002,6225,0.005,10,25,0.285,0.285,0.0,-0.004,12752,11002,16635,SL-142,-0.0478125,0.0099180994,stay,stay
694,0,1,0,0,2,0,0,0,0,0,0,-500000000,0,0,1100000000,0,0,0,0,0,2017-06-14,SL-142,15.5287671233,2009,4236,-0.005,10,25,0.305,0.3,0.005,-0.02,12752,11002,3198,SL-142,-0.0478125,0.0099180994,stay,stay
695,11,1,0,2,2,1,0,0,0,0,500000000,-1000000000,0,0,0,500000000,0,0,0,0,2017-06-09,SL-142,15.5424657534,2009,4992,-0.017,10,25,0.29,0.295,-0.005,-0.005,12752,11002,3198,SL-142,-0.0478125,0.0099180994,up,down
696,3,0,0,0,0,2,4,0,0,0,-5000000000,0,0,0,0,-1500000000,6500000000,0,0,0,2017-06-07,SL-142,15.5479452055,2017,5475,-0.007,10,25,0.3,0.305,-0.005,-0.005,12752,11002,3198,SL-142,-0.0648717949,0.0092156863,up,up
697,3,0,0,0,0,2,4,0,0,0,-5000000000,0,0,0,0,-1500000000,6500000000,0,0,0,2017-06-07,SL-142,15.5479452055,2017,5475,-0.007,10,25,0.3,0.305,-0.005,-0.005,12752,11002,3198,SL-142,-0.0648717949,0.0092156863,up,up
698,7,1,0,0,0,1,2,0,0,0,-4000000000,500000000,0,0,0,-500000000,4000000000,0,0,0,2017-05-31,SL-142,15.5671232877,2019,7279,0.003,10,25,0.3,0.295,0.005,-0.015,12752,11002,3198,SL-142,-0.075,0.009717293200000001,down,down
699,4,0,0,1,2,0,0,0,0,0,1800000000,0,0,2500000000,-4300000000,0,0,0,0,0,2017-05-26,SL-143,15.8273972603,2006,4580,-0.01,10,25,0.32,0.315,0.005,-0.005,25303,21894,8646,SL-143,-0.055,0.0098716303,up,up
700,2,2,0,0,1,0,0,0,0,0,-900000000,-6100000000,0,0,7000000000,0,0,0,0,0,2017-05-19,SL-143,15.8465753425,2011,6069,0.001,10,25,0.335,0.34,-0.005,0.005,25303,21894,8646,SL-143,-0.1,0.01,up,up
701,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017-05-12,SL-143,15.8657534247,2013,3930,0.003,10,25,0.34,0.335,0.005,0.01,25303,21894,8646,SL-143,-0.09028901730000001,0.0086881188,up,up
702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017-06-28,SL-143,17.4602739726,2006,4222,0.01,10,25,0.3,0.3,0.0,0.005,25303,21894,17246,SL-143,-0.08,0.01,stay,stay
703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017-06-23,SL-143,17.4602739726,2002,6225,0.005,10,25,0.3,0.3,0.0,-0.004,25303,21894,17246,SL-143,-0.08,0.01,stay,stay
704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017-06-14,SL-143,17.4602739726,2009,4236,-0.005,10,25,0.32,0.315,0.005,-0.02,25303,21894,8680,SL-143,-0.08,0.01,stay,stay
705,3,0,0,0,3,3,1,0,0,0,-1000000000,0,0,0,1000000000,-1000000000,1000000000,0,0,0,2017-06-09,SL-143,15.7890410959,2009,4992,-0.017,10,25,0.305,0.31,-0.005,-0.005,25303,21894,8680,SL-143,-0.08,0.01,stay,up
706,4,0,0,1,3,2,1,0,0,0,4500000000,0,0,-3500000000,1500000000,-3500000000,1000000000,0,0,0,2017-06-07,SL-143,15.7945205479,2017,5475,-0.007,10,25,0.315,0.32,-0.005,-0.005,25303,21894,8680,SL-143,-0.08,0.0098913306,up,up
707,4,0,0,1,3,2,1,0,0,0,4500000000,0,0,-3500000000,1500000000,-3500000000,1000000000,0,0,0,2017-06-07,SL-143,15.7945205479,2017,5475,-0.007,10,25,0.315,0.32,-0.005,-0.005,25303,21894,8680,SL-143,-0.08,0.0098913306,up,up
708,10,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2017-05-31,SL-143,15.8136986301,2019,7279,0.003,10,25,0.315,0.31,0.005,-0.015,25303,21894,8680,SL-143,-0.09,0.0093364264,down,down
709,3,9,0,0,0,0,0,0,0,0,-25200000000,25200000000,0,0,0,0,0,0,0,0,2017-05-26,SL-144,15.8273972603,2006,4580,-0.01,10,25,0.325,0.32,0.005,-0.005,13305,10977,2513,SL-144,-0.11,0.01,stay,up
710,2,1,0,0,1,1,0,0,0,0,2900000000,-2900000000,0,0,-500000000,500000000,0,0,0,0,2017-05-19,SL-144,15.8465753425,2011,6069,0.001,10,25,0.34,0.345,-0.005,0.005,13305,10977,2513,SL-144,-0.0608854028,0.009958033,up,up
711,2,1,0,0,0,5,4,0,0,0,5700000000,-7700000000,0,0,0,2000000000,0,0,0,0,2017-05-12,SL-144,15.8657534247,2013,3930,0.003,10,25,0.345,0.34,0.005,0.01,13305,10977,2513,SL-144,-0.09,0.01,up,up
712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017-06-28,SL-144,17.3315068493,2006,4222,0.01,10,25,0.301,0.3,0.001,0.005,13305,10977,22345,SL-144,-0.06510378060000001,0.01,stay,stay
713,0,8,0,0,0,0,0,0,0,0,0,-38000000000,0,0,0,0,0,0,0,0,2017-06-23,SL-144,15.7506849315,2002,6225,0.005,10,25,0.3,0.3,0.0,-0.006,13305,10977,22345,SL-144,-0.06510378060000001,0.01,stay,stay
714,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-300000000,0,0,0,0,2017-06-14,SL-144,15.7753424658,2009,4236,-0.005,10,25,0.325,0.32,0.005,-0.02,13305,10977,2513,SL-144,-0.06510378060000001,0.01,stay,stay
715,16,3,0,0,0,1,0,0,0,0,0,300000000,0,0,0,-300000000,0,0,0,0,2017-06-09,SL-144,15.7890410959,2009,4992,-0.017,10,25,0.31,0.315,-0.005,-0.005,13305,10977,2513,SL-144,-0.06510378060000001,0.01,down,up
716,2,1,0,0,0,6,3,0,0,0,-16800000000,13300000000,0,0,0,0,3500000000,0,0,0,2017-06-07,SL-144,15.7945205479,2017,5475,-0.007,10,25,0.32,0.325,-0.005,-0.005,13305,10977,2513,SL-144,-0.065,0.01,up,up
717,2,1,0,0,0,6,3,0,0,0,-16800000000,13300000000,0,0,0,0,3500000000,0,0,0,2017-06-07,SL-144,15.7945205479,2017,5475,-0.007,10,25,0.32,0.325,-0.005,-0.005,13305,10977,2513,SL-144,-0.065,0.01,up,up
718,13,0,0,0,1,2,2,0,0,0,-300000000,0,0,0,-500000000,800000000,0,0,0,0,2017-05-31,SL-144,15.8136986301,2019,7279,0.003,10,25,0.32,0.315,0.005,-0.015,13305,10977,2513,SL-144,-0.0740540541,0.0096672504,down,down
719,2,0,0,0,6,4,0,0,0,0,1700000000,0,0,0,2800000000,-4500000000,0,0,0,0,2017-05-26,SL-145,16.0794520548,2006,4580,-0.01,10,25,0.335,0.33,0.005,-0.005,39442,32896,15920,SL-145,-0.08375,0.0098584572,up,up
720,8,3,1,0,0,0,0,0,0,0,36200000000,-6000000000,-30200000000,0,0,0,0,0,0,0,2017-05-19,SL-145,16.098630137,2011,6069,0.001,10,25,0.35,0.355,-0.005,0.005,39442,32896,15920,SL-145,-0.0752631579,0.0097313924,up,up
721,2,1,0,0,3,1,0,0,0,0,-1900000000,1400000000,0,0,-1500000000,2000000000,0,0,0,0,2017-05-12,SL-145,16.1178082192,2013,3930,0.003,10,25,0.355,0.35,0.005,0.01,39442,32896,15920,SL-145,-0.09,-0.07082381730000001,down,down
722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017-06-28,SL-145,17.6575342466,2006,4222,0.01,10,25,0.311,0.31,0.001,0.005,39442,32896,17385,SL-145,-0.1229411765,0.0066312361,stay,stay
723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017-06-23,SL-145,17.6575342466,2002,6225,0.005,10,25,0.31,0.31,0.0,-0.004,39442,32896,17385,SL-145,-0.1229411765,0.0066312361,stay,stay
724,0,0,0,0,5,6,0,0,0,0,0,0,0,0,8000000000,-5100000000,0,0,0,0,2017-06-14,SL-145,16.0273972603,2009,4236,-0.005,10,25,0.33,0.325,0.005,-0.021,39442,32896,16131,SL-145,-0.1229411765,0.0066312361,stay,stay
725,4,0,0,0,6,3,0,0,0,0,2800000000,0,0,0,4200000000,-7000000000,0,0,0,0,2017-06-09,SL-145,16.0410958904,2009,4992,-0.017,10,25,0.315,0.32,-0.005,-0.005,39442,32896,16131,SL-145,-0.1229411765,0.0066312361,down,down
726,5,1,0,1,10,5,0,0,0,0,-1000000000,2000000000,0,-1000000000,500000000,-500000000,0,0,0,0,2017-06-07,SL-145,16.0465753425,2017,5475,-0.007,10,25,0.325,0.33,-0.005,-0.006,39442,32896,15920,SL-145,-0.0784920635,0.009607778800000001,stay,up
727,11,0,0,0,8,6,0,0,0,0,1500000000,0,0,0,1000000000,-2500000000,0,0,0,0,2017-05-31,SL-145,16.0657534247,2019,7279,0.003,10,25,0.325,0.321,0.004,-0.019,39442,32896,15920,SL-145,-0.0994230769,0.0094801867,down,down
728,2,2,0,0,1,1,0,0,0,0,2500000000,-2500000000,0,0,500000000,-500000000,0,0,0,0,2017-05-26,SL-146,16.3315068493,2006,4580,-0.01,10,25,0.35,0.345,0.005,-0.005,37907,32823,17231,SL-146,-0.0573960217,0.0099755218,up,up
729,9,3,1,0,3,2,0,0,0,0,46000000000,-9500000000,-37500000000,0,1000000000,0,0,0,0,0,2017-05-19,SL-146,16.3506849315,2011,6069,0.001,10,25,0.365,0.37,-0.005,0.005,37907,32823,17231,SL-146,-0.09,-0.0800408831,stay,up
730,2,5,0,0,3,3,0,0,0,0,8200000000,-7400000000,0,0,1700000000,-2500000000,0,0,0,0,2017-05-12,SL-146,16.3698630137,2013,3930,0.003,10,25,0.37,0.365,0.005,0.01,37907,32823,17231,SL-146,-0.0901805054,-0.0750162951,up,down
731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017-06-28,SL-146,17.904109589,2006,4222,0.01,10,25,0.326,0.325,0.001,0.005,37907,32823,17129,SL-146,-0.065,0.0099490476,stay,stay
732,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-9800000000,0,0,0,0,2017-06-23,SL-146,16.2547945205,2002,6225,0.005,10,25,0.325,0.325,0.0,-0.005,37907,32823,17129,SL-146,-0.065,0.0099490476,stay,stay
733,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1000000000,0,0,0,0,0,2017-06-14,SL-146,16.2794520548,2009,4236,-0.005,10,25,0.345,0.34,0.005,-0.021,37907,32823,17246,SL-146,-0.065,0.0099490476,stay,stay
734,10,2,0,0,2,2,0,0,0,0,-1300000000,500000000,0,0,800000000,0,0,0,0,0,2017-06-09,SL-146,16.2931506849,2009,4992,-0.017,10,25,0.33,0.335,-0.005,-0.005,37907,32823,17246,SL-146,-0.065,0.0099490476,stay,down
735,3,1,0,0,0,1,2,0,0,0,-13400000000,12900000000,0,0,0,-2000000000,2500000000,0,0,0,2017-06-07,SL-146,16.298630137,2017,5475,-0.007,10,25,0.34,0.345,-0.005,-0.006,37907,32823,17231,SL-146,-0.069600639,0.0099041315,up,down
736,3,1,0,0,0,1,2,0,0,0,-13400000000,12900000000,0,0,0,-2000000000,2500000000,0,0,0,2017-06-07,SL-146,16.298630137,2017,5475,-0.007,10,25,0.34,0.345,-0.005,-0.006,37907,32823,17231,SL-146,-0.069600639,0.0099041315,up,down
737,12,6,0,0,2,0,2,0,0,0,-11100000000,11600000000,0,0,-500000000,0,0,0,0,0,2017-05-31,SL-146,16.3178082192,2019,7279,0.003,10,25,0.34,0.336,0.004,-0.019,37907,32823,17231,SL-146,-0.079375,0.0090909091,up,down
738,2,0,0,0,9,4,0,0,0,0,-2600000000,0,0,0,3100000000,-500000000,0,0,0,0,2017-05-26,SL-147,16.5808219178,2006,4580,-0.01,10,25,0.365,0.36,0.005,-0.005,38895,32849,22345,SL-147,-0.0133333333,0.0097951131,up,up
739,2,0,0,0,3,0,0,0,0,0,-3500000000,0,0,0,3500000000,0,0,0,0,0,2017-05-19,SL-147,16.6,2011,6069,0.001,10,25,0.38,0.385,-0.005,0.005,38895,32849,22345,SL-147,-0.09,0.0092943252,up,up
740,2,1,0,0,6,4,4,0,0,0,400000000,-2500000000,0,0,0,2100000000,0,0,0,0,2017-05-12,SL-147,16.6191780822,2013,3930,0.003,10,25,0.385,0.38,0.005,0.01,38895,32849,22345,SL-147,-0.01,0.0099742912,up,up
741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017-06-28,SL-147,18.2,2006,4222,0.01,10,25,0.341,0.34,0.001,0.005,38895,32849,13151,SL-147,-0.01,-0.00585932,stay,stay
742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017-06-23,SL-147,18.2,2002,6225,0.005,10,25,0.34,0.34,0.0,-0.005,38895,32849,13151,SL-147,-0.01,-0.00585932,stay,stay
743,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3500000000,0,0,0,0,0,2017-06-14,SL-147,16.5287671233,2009,4236,-0.005,10,25,0.36,0.355,0.005,-0.021,38895,32849,22345,SL-147,-0.01,-0.00585932,stay,stay
744,2,0,0,0,6,2,0,0,0,0,1100000000,0,0,0,-1100000000,0,0,0,0,0,2017-06-09,SL-147,16.5424657534,2009,4992,-0.017,10,25,0.345,0.35,-0.005,-0.005,38895,32849,22345,SL-147,-0.01,-0.00585932,up,down
745,2,0,0,0,3,2,2,0,0,0,-300000000,0,0,0,300000000,-1100000000,1100000000,0,0,0,2017-06-07,SL-147,16.5479452055,2017,5475,-0.007,10,25,0.355,0.36,-0.005,-0.006,38895,32849,22345,SL-147,-0.065,-0.00252574,up,down
746,2,0,0,0,3,2,2,0,0,0,-300000000,0,0,0,300000000,-1100000000,1100000000,0,0,0,2017-06-07,SL-147,16.5479452055,2017,5475,-0.007,10,25,0.355,0.36,-0.005,-0.006,38895,32849,22345,SL-147,-0.065,-0.00252574,up,down
747,5,0,0,0,3,1,2,0,0,0,1000000000,0,0,0,0,-1000000000,0,0,0,0,2017-05-31,SL-147,16.5671232877,2019,7279,0.003,10,25,0.355,0.351,0.004,-0.019,38895,32849,22345,SL-147,-0.07625000000000001,-0.12457746480000001,up,down
748,2,5,0,0,3,1,0,0,0,0,5200000000,-5200000000,0,0,-500000000,500000000,0,0,0,0,2017-05-26,SL-148,16.8273972603,2006,4580,-0.01,10,25,0.38,0.375,0.005,-0.005,37440,32897,17385,SL-148,-0.0712318841,0.0082402913,up,up
749,10,8,1,0,0,0,0,0,0,0,46300000000,7300000000,-53600000000,0,0,0,0,0,0,0,2017-05-19,SL-148,16.8465753425,2011,6069,0.001,10,25,0.395,0.4,-0.005,0.005,37440,32897,17385,SL-148,-0.0660416667,-0.075,up,up
750,2,4,0,0,0,0,2,0,0,0,5300000000,-3700000000,0,0,0,0,-1600000000,0,0,0,2017-05-12,SL-148,16.8657534247,2013,3930,0.003,10,25,0.4,0.395,0.005,0.01,37440,32897,17385,SL-148,-0.0756382979,-0.079347685,up,down
751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017-06-28,SL-148,18.4465753425,2006,4222,0.01,10,25,0.356,0.355,0.001,0.005,37440,32897,19568,SL-148,-0.085,0.009021067,stay,stay
752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017-06-23,SL-148,18.4465753425,2002,6225,0.005,10,25,0.355,0.355,0.0,-0.005,37440,32897,19568,SL-148,-0.085,0.009021067,stay,stay
753,0,0,0,0,1,1,0,0,0,0,0,0,0,0,3700000000,-500000000,0,0,0,0,2017-06-14,SL-148,16.7753424658,2009,4236,-0.005,10,25,0.375,0.37,0.005,-0.021,37440,32897,17385,SL-148,-0.085,0.009021067,stay,stay
754,4,0,0,0,3,1,0,0,0,0,-1200000000,0,0,0,700000000,500000000,0,0,0,0,2017-06-09,SL-148,16.7890410959,2009,4992,-0.017,10,25,0.36,0.365,-0.005,-0.005,37440,32897,17385,SL-148,-0.085,0.009021067,down,down
755,2,3,0,0,3,1,0,0,0,0,-1200000000,1200000000,0,0,500000000,-500000000,0,0,0,0,2017-06-07,SL-148,16.7945205479,2017,5475,-0.007,10,25,0.37,0.375,-0.005,-0.006,37440,32897,17385,SL-148,-0.07,0.0091413703,down,up
756,13,3,0,0,3,1,2,0,0,0,-700000000,500000000,0,0,100000000,-500000000,600000000,0,0,0,2017-05-31,SL-148,16.8136986301,2019,7279,0.003,10,25,0.375,0.369,0.006,-0.016,37440,32897,17385,SL-148,-0.0701730104,0.008479895000000001,up,down
757,1,3,1,0,0,0,0,0,0,0,-85400000000,-4500000000,89900000000,0,0,0,0,0,0,0,2017-05-26,SL-149,17.0794520548,2006,4580,-0.01,10,25,0.395,0.39,0.005,-0.005,40400,32734,16932,SL-149,-0.0559865471,0.0056893758,up,down
758,28,3,0,0,2,1,2,0,0,0,700000000,-800000000,0,0,0,100000000,0,0,0,0,2017-05-19,SL-149,17.098630137,2011,6069,0.001,10,25,0.41,0.415,-0.005,0.005,40400,32734,16932,SL-149,-0.059405594400000004,-0.0800853737,up,up
759,2,3,0,0,2,0,0,0,0,0,-8500000000,10500000000,0,0,-2000000000,0,0,0,0,0,2017-05-12,SL-149,17.1178082192,2013,3930,0.003,10,25,0.415,0.41,0.005,0.01,40400,32734,16932,SL-149,-0.09,-0.0650147619,down,down
760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017-06-28,SL-149,18.7123287671,2006,4222,0.01,10,25,0.37,0.365,0.005,0.005,40400,32734,17596,SL-149,-0.0650622776,-0.0128337433,stay,stay
761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017-06-23,SL-149,18.7123287671,2002,6225,0.005,10,25,0.365,0.365,0.0,-0.008,40400,32734,17596,SL-149,-0.0650622776,-0.0128337433,stay,stay
762,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1000000000,-4300000000,0,0,0,0,2017-06-14,SL-149,17.0273972603,2009,4236,-0.005,10,25,0.386,0.385,0.001,-0.021,40400,32734,16935,SL-149,-0.0650622776,-0.0128337433,stay,stay
763,13,2,0,0,2,1,0,0,0,0,25000000000,-24700000000,0,0,0,-300000000,0,0,0,0,2017-06-09,SL-149,17.0410958904,2009,4992,-0.017,10,25,0.375,0.38,-0.005,-0.005,40400,32734,16935,SL-149,-0.0650622776,-0.0128337433,down,down
764,2,1,0,0,8,18,1,0,0,0,24400000000,-25000000000,0,0,2800000000,-2400000000,200000000,0,0,0,2017-06-07,SL-149,17.0465753425,2017,5475,-0.007,10,25,0.385,0.39,-0.005,-0.005,40400,32734,16932,SL-149,-0.065,0.0099480564,up,down
765,2,1,0,0,8,18,1,0,0,0,24400000000,-25000000000,0,0,2800000000,-2400000000,200000000,0,0,0,2017-06-07,SL-149,17.0465753425,2017,5475,-0.007,10,25,0.385,0.39,-0.005,-0.005,40400,32734,16932,SL-149,-0.065,0.0099480564,up,down
766,7,4,0,0,2,2,3,0,0,0,-2100000000,600000000,0,0,1500000000,0,0,0,0,0,2017-05-31,SL-149,17.0657534247,2019,7279,0.003,10,25,0.385,0.381,0.004,-0.019,40400,32734,16932,SL-149,-0.07,0.0099597648,up,down
767,2,4,0,0,2,4,0,0,0,0,-15100000000,15100000000,0,0,-2500000000,2500000000,0,0,0,0,2017-05-26,SL-150,17.3315068493,2006,4580,-0.01,10,25,0.411,0.405,0.006,-0.005,38530,32797,13151,SL-150,-0.0758211144,0.009836184900000001,up,down
768,2,2,0,0,4,3,0,0,0,0,-300000000,500000000,0,0,-200000000,0,0,0,0,0,2017-05-19,SL-150,17.3506849315,2011,6069,0.001,10,25,0.429,0.434,-0.005,0.009000000000000001,38530,32797,13151,SL-150,-0.0897191011,0.0098661022,up,down
769,2,3,0,0,3,2,0,0,0,0,3900000000,-3800000000,0,0,1000000000,-1100000000,0,0,0,0,2017-05-12,SL-150,17.3698630137,2013,3930,0.003,10,25,0.43,0.425,0.005,0.01,38530,32797,13151,SL-150,-0.0907246377,0.0099548903,down,down
770,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017-06-28,SL-150,18.904109589,2006,4222,0.01,10,25,0.386,0.385,0.001,0.005,38530,32797,21343,SL-150,-0.085,0.0099461045,stay,stay
771,0,3,0,0,0,0,0,0,0,0,0,-11000000000,0,0,0,0,0,0,0,0,2017-06-23,SL-150,17.2547945205,2002,6225,0.005,10,25,0.385,0.385,0.0,-0.005,38530,32797,21343,SL-150,-0.085,0.0099461045,stay,stay
772,0,0,0,0,1,1,0,0,0,0,0,0,0,0,500000000,-2000000000,0,0,0,0,2017-06-14,SL-150,17.2794520548,2009,4236,-0.005,10,25,0.405,0.4,0.005,-0.025,38530,32797,13151,SL-150,-0.085,0.0099461045,stay,stay
773,2,1,0,0,1,2,0,0,0,0,-400000000,200000000,0,0,-1500000000,1700000000,0,0,0,0,2017-06-09,SL-150,17.2931506849,2009,4992,-0.017,10,25,0.39,0.395,-0.005,-0.005,38530,32797,13151,SL-150,-0.085,0.0099461045,down,up
774,2,1,0,0,8,4,0,0,0,0,2100000000,-2000000000,0,0,-100000000,0,0,0,0,0,2017-06-07,SL-150,17.298630137,2017,5475,-0.007,10,25,0.4,0.41,-0.01,-0.005,38530,32797,13151,SL-150,-0.06777777780000001,0.0092977605,up,down
